id,category_id,name,description,price
3983,3,Tablet 0200,Tablet generation 200 for category Tablets,30810.00
3984,4,Headphones 0200,Headphones generation 200 for category Headphones,9900.00
3985,5,Smart Device 0200,Smart Device generation 200 for category Smart Home,5040.00
3986,6,Gaming Gear 0200,Gaming Gear generation 200 for category Gaming,7630.00
3987,7,Monitor 0200,Monitor generation 200 for category Monitors,22720.00
3988,8,Storage 0200,Storage generation 200 for category Storage,6310.00
3989,9,Accessory 0200,Accessory generation 200 for category Accessories,2400.00
3990,10,Router 0200,Router generation 200 for category Networking,5540.00
3991,11,Appliance 0200,Appliance generation 200 for category Kitchen Appliances,8630.00
3992,12,Office Device 0200,Office Device generation 200 for category Office Equipment,13720.00
3993,13,Wearable 0200,Wearable generation 200 for category Wearables,11810.00
3994,14,Camera 0200,Camera generation 200 for category Cameras,46900.00
3995,15,Book 0200,Book generation 200 for category Books,1440.00
3996,16,TV 0200,TV generation 200 for category TVs,55630.00
3997,17,Speaker 0200,Speaker generation 200 for category Audio,10720.00
3998,18,Printer 0200,Printer generation 200 for category Printers,18810.00
3999,19,Component 0200,Component generation 200 for category Components,15900.00
4000,20,Charger 0200,Charger generation 200 for category Charging,2540.00
4001,1,Smartphone 0201,Smartphone generation 201 for category Smartphones,25905.00
4002,2,Laptop 0201,Laptop generation 201 for category Laptops,70995.00
4003,3,Tablet 0201,Tablet generation 201 for category Tablets,31085.00
4004,4,Headphones 0201,Headphones generation 201 for category Headphones,10175.00
4005,5,Smart Device 0201,Smart Device generation 201 for category Smart Home,5315.00
4006,6,Gaming Gear 0201,Gaming Gear generation 201 for category Gaming,7905.00
4007,7,Monitor 0201,Monitor generation 201 for category Monitors,22995.00
4008,8,Storage 0201,Storage generation 201 for category Storage,6585.00
4009,9,Accessory 0201,Accessory generation 201 for category Accessories,2675.00
4010,10,Router 0201,Router generation 201 for category Networking,5815.00
4011,11,Appliance 0201,Appliance generation 201 for category Kitchen Appliances,8905.00
4012,12,Office Device 0201,Office Device generation 201 for category Office Equipment,13995.00
4013,13,Wearable 0201,Wearable generation 201 for category Wearables,12085.00
4014,14,Camera 0201,Camera generation 201 for category Cameras,47175.00
4015,15,Book 0201,Book generation 201 for category Books,1715.00
4016,16,TV 0201,TV generation 201 for category TVs,55905.00
4017,17,Speaker 0201,Speaker generation 201 for category Audio,10995.00
4018,18,Printer 0201,Printer generation 201 for category Printers,19085.00
4019,19,Component 0201,Component generation 201 for category Components,16175.00
4020,20,Charger 0201,Charger generation 201 for category Charging,2815.00
4021,1,Smartphone 0202,Smartphone generation 202 for category Smartphones,26180.00
4022,2,Laptop 0202,Laptop generation 202 for category Laptops,71270.00
4023,3,Tablet 0202,Tablet generation 202 for category Tablets,31360.00
4024,4,Headphones 0202,Headphones generation 202 for category Headphones,10450.00
4025,5,Smart Device 0202,Smart Device generation 202 for category Smart Home,5590.00
4026,6,Gaming Gear 0202,Gaming Gear generation 202 for category Gaming,8180.00
4027,7,Monitor 0202,Monitor generation 202 for category Monitors,23270.00
4028,8,Storage 0202,Storage generation 202 for category Storage,6860.00
4029,9,Accessory 0202,Accessory generation 202 for category Accessories,2950.00
4030,10,Router 0202,Router generation 202 for category Networking,6090.00
4031,11,Appliance 0202,Appliance generation 202 for category Kitchen Appliances,9180.00
4032,12,Office Device 0202,Office Device generation 202 for category Office Equipment,14270.00
4033,13,Wearable 0202,Wearable generation 202 for category Wearables,12360.00
4034,14,Camera 0202,Camera generation 202 for category Cameras,47450.00
4035,15,Book 0202,Book generation 202 for category Books,1990.00
4036,16,TV 0202,TV generation 202 for category TVs,56180.00
4037,17,Speaker 0202,Speaker generation 202 for category Audio,11270.00
4038,18,Printer 0202,Printer generation 202 for category Printers,19360.00
4039,19,Component 0202,Component generation 202 for category Components,16450.00
4040,20,Charger 0202,Charger generation 202 for category Charging,3090.00
4041,1,Smartphone 0203,Smartphone generation 203 for category Smartphones,26455.00
4042,2,Laptop 0203,Laptop generation 203 for category Laptops,71545.00
4043,3,Tablet 0203,Tablet generation 203 for category Tablets,31635.00
4044,4,Headphones 0203,Headphones generation 203 for category Headphones,10725.00
4045,5,Smart Device 0203,Smart Device generation 203 for category Smart Home,5865.00
4046,6,Gaming Gear 0203,Gaming Gear generation 203 for category Gaming,8455.00
4047,7,Monitor 0203,Monitor generation 203 for category Monitors,23545.00
4048,8,Storage 0203,Storage generation 203 for category Storage,7135.00
4049,9,Accessory 0203,Accessory generation 203 for category Accessories,3225.00
4050,10,Router 0203,Router generation 203 for category Networking,6365.00
4051,11,Appliance 0203,Appliance generation 203 for category Kitchen Appliances,9455.00
4052,12,Office Device 0203,Office Device generation 203 for category Office Equipment,14545.00
4053,13,Wearable 0203,Wearable generation 203 for category Wearables,12635.00
4054,14,Camera 0203,Camera generation 203 for category Cameras,47725.00
4055,15,Book 0203,Book generation 203 for category Books,2265.00
4056,16,TV 0203,TV generation 203 for category TVs,56455.00
4057,17,Speaker 0203,Speaker generation 203 for category Audio,11545.00
4058,18,Printer 0203,Printer generation 203 for category Printers,19635.00
4059,19,Component 0203,Component generation 203 for category Components,16725.00
4060,20,Charger 0203,Charger generation 203 for category Charging,3365.00
4061,1,Smartphone 0204,Smartphone generation 204 for category Smartphones,26730.00
4062,2,Laptop 0204,Laptop generation 204 for category Laptops,71820.00
4063,3,Tablet 0204,Tablet generation 204 for category Tablets,31910.00
4064,4,Headphones 0204,Headphones generation 204 for category Headphones,11000.00
4065,5,Smart Device 0204,Smart Device generation 204 for category Smart Home,6140.00
4066,6,Gaming Gear 0204,Gaming Gear generation 204 for category Gaming,8730.00
4067,7,Monitor 0204,Monitor generation 204 for category Monitors,23820.00
4068,8,Storage 0204,Storage generation 204 for category Storage,7410.00
4069,9,Accessory 0204,Accessory generation 204 for category Accessories,3500.00
4070,10,Router 0204,Router generation 204 for category Networking,6640.00
4071,11,Appliance 0204,Appliance generation 204 for category Kitchen Appliances,9730.00
4072,12,Office Device 0204,Office Device generation 204 for category Office Equipment,14820.00
4073,13,Wearable 0204,Wearable generation 204 for category Wearables,12910.00
4074,14,Camera 0204,Camera generation 204 for category Cameras,48000.00
4075,15,Book 0204,Book generation 204 for category Books,2540.00
4076,16,TV 0204,TV generation 204 for category TVs,56730.00
4077,17,Speaker 0204,Speaker generation 204 for category Audio,11820.00
4078,18,Printer 0204,Printer generation 204 for category Printers,19910.00
4079,19,Component 0204,Component generation 204 for category Components,17000.00
4080,20,Charger 0204,Charger generation 204 for category Charging,3640.00
4081,1,Smartphone 0205,Smartphone generation 205 for category Smartphones,27005.00
4082,2,Laptop 0205,Laptop generation 205 for category Laptops,72095.00
4083,3,Tablet 0205,Tablet generation 205 for category Tablets,32185.00
4084,4,Headphones 0205,Headphones generation 205 for category Headphones,11275.00
4085,5,Smart Device 0205,Smart Device generation 205 for category Smart Home,6415.00
4086,6,Gaming Gear 0205,Gaming Gear generation 205 for category Gaming,9005.00
4087,7,Monitor 0205,Monitor generation 205 for category Monitors,24095.00
4088,8,Storage 0205,Storage generation 205 for category Storage,7685.00
4089,9,Accessory 0205,Accessory generation 205 for category Accessories,3775.00
4090,10,Router 0205,Router generation 205 for category Networking,6915.00
4091,11,Appliance 0205,Appliance generation 205 for category Kitchen Appliances,10005.00
4092,12,Office Device 0205,Office Device generation 205 for category Office Equipment,15095.00
4093,13,Wearable 0205,Wearable generation 205 for category Wearables,13185.00
4094,14,Camera 0205,Camera generation 205 for category Cameras,48275.00
4095,15,Book 0205,Book generation 205 for category Books,2815.00
4096,16,TV 0205,TV generation 205 for category TVs,57005.00
4097,17,Speaker 0205,Speaker generation 205 for category Audio,12095.00
4098,18,Printer 0205,Printer generation 205 for category Printers,20185.00
4099,19,Component 0205,Component generation 205 for category Components,17275.00
4100,20,Charger 0205,Charger generation 205 for category Charging,3915.00
4101,1,Smartphone 0206,Smartphone generation 206 for category Smartphones,27280.00
4102,2,Laptop 0206,Laptop generation 206 for category Laptops,72370.00
4103,3,Tablet 0206,Tablet generation 206 for category Tablets,32460.00
4104,4,Headphones 0206,Headphones generation 206 for category Headphones,11550.00
4105,5,Smart Device 0206,Smart Device generation 206 for category Smart Home,6690.00
4106,6,Gaming Gear 0206,Gaming Gear generation 206 for category Gaming,9280.00
4107,7,Monitor 0206,Monitor generation 206 for category Monitors,24370.00
4108,8,Storage 0206,Storage generation 206 for category Storage,7960.00
4109,9,Accessory 0206,Accessory generation 206 for category Accessories,4050.00
4110,10,Router 0206,Router generation 206 for category Networking,7190.00
4111,11,Appliance 0206,Appliance generation 206 for category Kitchen Appliances,10280.00
4112,12,Office Device 0206,Office Device generation 206 for category Office Equipment,15370.00
4113,13,Wearable 0206,Wearable generation 206 for category Wearables,13460.00
4114,14,Camera 0206,Camera generation 206 for category Cameras,48550.00
4115,15,Book 0206,Book generation 206 for category Books,3090.00
4116,16,TV 0206,TV generation 206 for category TVs,57280.00
4117,17,Speaker 0206,Speaker generation 206 for category Audio,12370.00
4118,18,Printer 0206,Printer generation 206 for category Printers,20460.00
4119,19,Component 0206,Component generation 206 for category Components,17550.00
4120,20,Charger 0206,Charger generation 206 for category Charging,4190.00
4121,1,Smartphone 0207,Smartphone generation 207 for category Smartphones,27555.00
4122,2,Laptop 0207,Laptop generation 207 for category Laptops,72645.00
4123,3,Tablet 0207,Tablet generation 207 for category Tablets,32735.00
4124,4,Headphones 0207,Headphones generation 207 for category Headphones,11825.00
4125,5,Smart Device 0207,Smart Device generation 207 for category Smart Home,6965.00
4126,6,Gaming Gear 0207,Gaming Gear generation 207 for category Gaming,9555.00
4127,7,Monitor 0207,Monitor generation 207 for category Monitors,24645.00
4128,8,Storage 0207,Storage generation 207 for category Storage,8235.00
4129,9,Accessory 0207,Accessory generation 207 for category Accessories,4325.00
4130,10,Router 0207,Router generation 207 for category Networking,7465.00
4131,11,Appliance 0207,Appliance generation 207 for category Kitchen Appliances,10555.00
4132,12,Office Device 0207,Office Device generation 207 for category Office Equipment,15645.00
4133,13,Wearable 0207,Wearable generation 207 for category Wearables,13735.00
4134,14,Camera 0207,Camera generation 207 for category Cameras,48825.00
4135,15,Book 0207,Book generation 207 for category Books,3365.00
4136,16,TV 0207,TV generation 207 for category TVs,57555.00
4137,17,Speaker 0207,Speaker generation 207 for category Audio,12645.00
4138,18,Printer 0207,Printer generation 207 for category Printers,20735.00
4139,19,Component 0207,Component generation 207 for category Components,17825.00
4140,20,Charger 0207,Charger generation 207 for category Charging,4465.00
4141,1,Smartphone 0208,Smartphone generation 208 for category Smartphones,27830.00
4142,2,Laptop 0208,Laptop generation 208 for category Laptops,72920.00
4143,3,Tablet 0208,Tablet generation 208 for category Tablets,33010.00
4144,4,Headphones 0208,Headphones generation 208 for category Headphones,12100.00
4145,5,Smart Device 0208,Smart Device generation 208 for category Smart Home,7240.00
4146,6,Gaming Gear 0208,Gaming Gear generation 208 for category Gaming,9830.00
4147,7,Monitor 0208,Monitor generation 208 for category Monitors,24920.00
4148,8,Storage 0208,Storage generation 208 for category Storage,8510.00
4149,9,Accessory 0208,Accessory generation 208 for category Accessories,4600.00
4150,10,Router 0208,Router generation 208 for category Networking,7740.00
4151,11,Appliance 0208,Appliance generation 208 for category Kitchen Appliances,10830.00
4152,12,Office Device 0208,Office Device generation 208 for category Office Equipment,15920.00
4153,13,Wearable 0208,Wearable generation 208 for category Wearables,14010.00
4154,14,Camera 0208,Camera generation 208 for category Cameras,49100.00
4155,15,Book 0208,Book generation 208 for category Books,3640.00
4156,16,TV 0208,TV generation 208 for category TVs,57830.00
4157,17,Speaker 0208,Speaker generation 208 for category Audio,12920.00
4158,18,Printer 0208,Printer generation 208 for category Printers,21010.00
4159,19,Component 0208,Component generation 208 for category Components,18100.00
4160,20,Charger 0208,Charger generation 208 for category Charging,4740.00
4161,1,Smartphone 0209,Smartphone generation 209 for category Smartphones,25080.00
4162,2,Laptop 0209,Laptop generation 209 for category Laptops,70170.00
4163,3,Tablet 0209,Tablet generation 209 for category Tablets,30260.00
4164,4,Headphones 0209,Headphones generation 209 for category Headphones,9350.00
4165,5,Smart Device 0209,Smart Device generation 209 for category Smart Home,4490.00
4166,6,Gaming Gear 0209,Gaming Gear generation 209 for category Gaming,7080.00
4167,7,Monitor 0209,Monitor generation 209 for category Monitors,22170.00
4168,8,Storage 0209,Storage generation 209 for category Storage,5760.00
4169,9,Accessory 0209,Accessory generation 209 for category Accessories,1850.00
4170,10,Router 0209,Router generation 209 for category Networking,4990.00
4171,11,Appliance 0209,Appliance generation 209 for category Kitchen Appliances,8080.00
4172,12,Office Device 0209,Office Device generation 209 for category Office Equipment,13170.00
4173,13,Wearable 0209,Wearable generation 209 for category Wearables,11260.00
4174,14,Camera 0209,Camera generation 209 for category Cameras,46350.00
4175,15,Book 0209,Book generation 209 for category Books,890.00
4176,16,TV 0209,TV generation 209 for category TVs,55080.00
4177,17,Speaker 0209,Speaker generation 209 for category Audio,10170.00
4178,18,Printer 0209,Printer generation 209 for category Printers,18260.00
4179,19,Component 0209,Component generation 209 for category Components,15350.00
4180,20,Charger 0209,Charger generation 209 for category Charging,1990.00
4181,1,Smartphone 0210,Smartphone generation 210 for category Smartphones,25355.00
4182,2,Laptop 0210,Laptop generation 210 for category Laptops,70445.00
4183,3,Tablet 0210,Tablet generation 210 for category Tablets,30535.00
4184,4,Headphones 0210,Headphones generation 210 for category Headphones,9625.00
4185,5,Smart Device 0210,Smart Device generation 210 for category Smart Home,4765.00
4186,6,Gaming Gear 0210,Gaming Gear generation 210 for category Gaming,7355.00
4187,7,Monitor 0210,Monitor generation 210 for category Monitors,22445.00
4188,8,Storage 0210,Storage generation 210 for category Storage,6035.00
4189,9,Accessory 0210,Accessory generation 210 for category Accessories,2125.00
4190,10,Router 0210,Router generation 210 for category Networking,5265.00
4191,11,Appliance 0210,Appliance generation 210 for category Kitchen Appliances,8355.00
4192,12,Office Device 0210,Office Device generation 210 for category Office Equipment,13445.00
4193,13,Wearable 0210,Wearable generation 210 for category Wearables,11535.00
4194,14,Camera 0210,Camera generation 210 for category Cameras,46625.00
4195,15,Book 0210,Book generation 210 for category Books,1165.00
4196,16,TV 0210,TV generation 210 for category TVs,55355.00
4197,17,Speaker 0210,Speaker generation 210 for category Audio,10445.00
4198,18,Printer 0210,Printer generation 210 for category Printers,18535.00
4199,19,Component 0210,Component generation 210 for category Components,15625.00
4200,20,Charger 0210,Charger generation 210 for category Charging,2265.00
4201,1,Smartphone 0211,Smartphone generation 211 for category Smartphones,25630.00
4202,2,Laptop 0211,Laptop generation 211 for category Laptops,70720.00
4203,3,Tablet 0211,Tablet generation 211 for category Tablets,30810.00
4204,4,Headphones 0211,Headphones generation 211 for category Headphones,9900.00
4205,5,Smart Device 0211,Smart Device generation 211 for category Smart Home,5040.00
4206,6,Gaming Gear 0211,Gaming Gear generation 211 for category Gaming,7630.00
4207,7,Monitor 0211,Monitor generation 211 for category Monitors,22720.00
4208,8,Storage 0211,Storage generation 211 for category Storage,6310.00
4209,9,Accessory 0211,Accessory generation 211 for category Accessories,2400.00
4210,10,Router 0211,Router generation 211 for category Networking,5540.00
4211,11,Appliance 0211,Appliance generation 211 for category Kitchen Appliances,8630.00
4212,12,Office Device 0211,Office Device generation 211 for category Office Equipment,13720.00
4213,13,Wearable 0211,Wearable generation 211 for category Wearables,11810.00
4214,14,Camera 0211,Camera generation 211 for category Cameras,46900.00
4215,15,Book 0211,Book generation 211 for category Books,1440.00
4216,16,TV 0211,TV generation 211 for category TVs,55630.00
4217,17,Speaker 0211,Speaker generation 211 for category Audio,10720.00
4218,18,Printer 0211,Printer generation 211 for category Printers,18810.00
4219,19,Component 0211,Component generation 211 for category Components,15900.00
4220,20,Charger 0211,Charger generation 211 for category Charging,2540.00
4221,1,Smartphone 0212,Smartphone generation 212 for category Smartphones,25905.00
4222,2,Laptop 0212,Laptop generation 212 for category Laptops,70995.00
4223,3,Tablet 0212,Tablet generation 212 for category Tablets,31085.00
4224,4,Headphones 0212,Headphones generation 212 for category Headphones,10175.00
4225,5,Smart Device 0212,Smart Device generation 212 for category Smart Home,5315.00
4226,6,Gaming Gear 0212,Gaming Gear generation 212 for category Gaming,7905.00
4227,7,Monitor 0212,Monitor generation 212 for category Monitors,22995.00
4228,8,Storage 0212,Storage generation 212 for category Storage,6585.00
4229,9,Accessory 0212,Accessory generation 212 for category Accessories,2675.00
4230,10,Router 0212,Router generation 212 for category Networking,5815.00
4231,11,Appliance 0212,Appliance generation 212 for category Kitchen Appliances,8905.00
4232,12,Office Device 0212,Office Device generation 212 for category Office Equipment,13995.00
4233,13,Wearable 0212,Wearable generation 212 for category Wearables,12085.00
4234,14,Camera 0212,Camera generation 212 for category Cameras,47175.00
4235,15,Book 0212,Book generation 212 for category Books,1715.00
4236,16,TV 0212,TV generation 212 for category TVs,55905.00
4237,17,Speaker 0212,Speaker generation 212 for category Audio,10995.00
4238,18,Printer 0212,Printer generation 212 for category Printers,19085.00
4239,19,Component 0212,Component generation 212 for category Components,16175.00
4240,20,Charger 0212,Charger generation 212 for category Charging,2815.00
4241,1,Smartphone 0213,Smartphone generation 213 for category Smartphones,26180.00
4242,2,Laptop 0213,Laptop generation 213 for category Laptops,71270.00
4243,3,Tablet 0213,Tablet generation 213 for category Tablets,31360.00
4244,4,Headphones 0213,Headphones generation 213 for category Headphones,10450.00
4245,5,Smart Device 0213,Smart Device generation 213 for category Smart Home,5590.00
4246,6,Gaming Gear 0213,Gaming Gear generation 213 for category Gaming,8180.00
4247,7,Monitor 0213,Monitor generation 213 for category Monitors,23270.00
4248,8,Storage 0213,Storage generation 213 for category Storage,6860.00
4249,9,Accessory 0213,Accessory generation 213 for category Accessories,2950.00
4250,10,Router 0213,Router generation 213 for category Networking,6090.00
4251,11,Appliance 0213,Appliance generation 213 for category Kitchen Appliances,9180.00
4252,12,Office Device 0213,Office Device generation 213 for category Office Equipment,14270.00
4253,13,Wearable 0213,Wearable generation 213 for category Wearables,12360.00
4254,14,Camera 0213,Camera generation 213 for category Cameras,47450.00
4255,15,Book 0213,Book generation 213 for category Books,1990.00
4256,16,TV 0213,TV generation 213 for category TVs,56180.00
4257,17,Speaker 0213,Speaker generation 213 for category Audio,11270.00
4258,18,Printer 0213,Printer generation 213 for category Printers,19360.00
4259,19,Component 0213,Component generation 213 for category Components,16450.00
4260,20,Charger 0213,Charger generation 213 for category Charging,3090.00
4261,1,Smartphone 0214,Smartphone generation 214 for category Smartphones,26455.00
4262,2,Laptop 0214,Laptop generation 214 for category Laptops,71545.00
4263,3,Tablet 0214,Tablet generation 214 for category Tablets,31635.00
4264,4,Headphones 0214,Headphones generation 214 for category Headphones,10725.00
4265,5,Smart Device 0214,Smart Device generation 214 for category Smart Home,5865.00
4266,6,Gaming Gear 0214,Gaming Gear generation 214 for category Gaming,8455.00
4267,7,Monitor 0214,Monitor generation 214 for category Monitors,23545.00
4268,8,Storage 0214,Storage generation 214 for category Storage,7135.00
4269,9,Accessory 0214,Accessory generation 214 for category Accessories,3225.00
4270,10,Router 0214,Router generation 214 for category Networking,6365.00
4271,11,Appliance 0214,Appliance generation 214 for category Kitchen Appliances,9455.00
4272,12,Office Device 0214,Office Device generation 214 for category Office Equipment,14545.00
4273,13,Wearable 0214,Wearable generation 214 for category Wearables,12635.00
4274,14,Camera 0214,Camera generation 214 for category Cameras,47725.00
4275,15,Book 0214,Book generation 214 for category Books,2265.00
4276,16,TV 0214,TV generation 214 for category TVs,56455.00
4277,17,Speaker 0214,Speaker generation 214 for category Audio,11545.00
4278,18,Printer 0214,Printer generation 214 for category Printers,19635.00
4279,19,Component 0214,Component generation 214 for category Components,16725.00
4280,20,Charger 0214,Charger generation 214 for category Charging,3365.00
4281,1,Smartphone 0215,Smartphone generation 215 for category Smartphones,26730.00
4282,2,Laptop 0215,Laptop generation 215 for category Laptops,71820.00
4283,3,Tablet 0215,Tablet generation 215 for category Tablets,31910.00
4284,4,Headphones 0215,Headphones generation 215 for category Headphones,11000.00
4285,5,Smart Device 0215,Smart Device generation 215 for category Smart Home,6140.00
4286,6,Gaming Gear 0215,Gaming Gear generation 215 for category Gaming,8730.00
4287,7,Monitor 0215,Monitor generation 215 for category Monitors,23820.00
4288,8,Storage 0215,Storage generation 215 for category Storage,7410.00
4289,9,Accessory 0215,Accessory generation 215 for category Accessories,3500.00
4290,10,Router 0215,Router generation 215 for category Networking,6640.00
4291,11,Appliance 0215,Appliance generation 215 for category Kitchen Appliances,9730.00
4292,12,Office Device 0215,Office Device generation 215 for category Office Equipment,14820.00
4293,13,Wearable 0215,Wearable generation 215 for category Wearables,12910.00
4294,14,Camera 0215,Camera generation 215 for category Cameras,48000.00
4295,15,Book 0215,Book generation 215 for category Books,2540.00
4296,16,TV 0215,TV generation 215 for category TVs,56730.00
4297,17,Speaker 0215,Speaker generation 215 for category Audio,11820.00
4298,18,Printer 0215,Printer generation 215 for category Printers,19910.00
4299,19,Component 0215,Component generation 215 for category Components,17000.00
4300,20,Charger 0215,Charger generation 215 for category Charging,3640.00
4301,1,Smartphone 0216,Smartphone generation 216 for category Smartphones,27005.00
4302,2,Laptop 0216,Laptop generation 216 for category Laptops,72095.00
4303,3,Tablet 0216,Tablet generation 216 for category Tablets,32185.00
4304,4,Headphones 0216,Headphones generation 216 for category Headphones,11275.00
4305,5,Smart Device 0216,Smart Device generation 216 for category Smart Home,6415.00
4306,6,Gaming Gear 0216,Gaming Gear generation 216 for category Gaming,9005.00
4307,7,Monitor 0216,Monitor generation 216 for category Monitors,24095.00
4308,8,Storage 0216,Storage generation 216 for category Storage,7685.00
4309,9,Accessory 0216,Accessory generation 216 for category Accessories,3775.00
4310,10,Router 0216,Router generation 216 for category Networking,6915.00
4311,11,Appliance 0216,Appliance generation 216 for category Kitchen Appliances,10005.00
4312,12,Office Device 0216,Office Device generation 216 for category Office Equipment,15095.00
4313,13,Wearable 0216,Wearable generation 216 for category Wearables,13185.00
4314,14,Camera 0216,Camera generation 216 for category Cameras,48275.00
4315,15,Book 0216,Book generation 216 for category Books,2815.00
4316,16,TV 0216,TV generation 216 for category TVs,57005.00
4317,17,Speaker 0216,Speaker generation 216 for category Audio,12095.00
4318,18,Printer 0216,Printer generation 216 for category Printers,20185.00
4319,19,Component 0216,Component generation 216 for category Components,17275.00
4320,20,Charger 0216,Charger generation 216 for category Charging,3915.00
4321,1,Smartphone 0217,Smartphone generation 217 for category Smartphones,27280.00
4322,2,Laptop 0217,Laptop generation 217 for category Laptops,72370.00
4323,3,Tablet 0217,Tablet generation 217 for category Tablets,32460.00
4324,4,Headphones 0217,Headphones generation 217 for category Headphones,11550.00
4325,5,Smart Device 0217,Smart Device generation 217 for category Smart Home,6690.00
4326,6,Gaming Gear 0217,Gaming Gear generation 217 for category Gaming,9280.00
4327,7,Monitor 0217,Monitor generation 217 for category Monitors,24370.00
4328,8,Storage 0217,Storage generation 217 for category Storage,7960.00
4329,9,Accessory 0217,Accessory generation 217 for category Accessories,4050.00
4330,10,Router 0217,Router generation 217 for category Networking,7190.00
4331,11,Appliance 0217,Appliance generation 217 for category Kitchen Appliances,10280.00
4332,12,Office Device 0217,Office Device generation 217 for category Office Equipment,15370.00
4333,13,Wearable 0217,Wearable generation 217 for category Wearables,13460.00
4334,14,Camera 0217,Camera generation 217 for category Cameras,48550.00
4335,15,Book 0217,Book generation 217 for category Books,3090.00
4336,16,TV 0217,TV generation 217 for category TVs,57280.00
4337,17,Speaker 0217,Speaker generation 217 for category Audio,12370.00
4338,18,Printer 0217,Printer generation 217 for category Printers,20460.00
4339,19,Component 0217,Component generation 217 for category Components,17550.00
4340,20,Charger 0217,Charger generation 217 for category Charging,4190.00
4341,1,Smartphone 0218,Smartphone generation 218 for category Smartphones,27555.00
4342,2,Laptop 0218,Laptop generation 218 for category Laptops,72645.00
4343,3,Tablet 0218,Tablet generation 218 for category Tablets,32735.00
4344,4,Headphones 0218,Headphones generation 218 for category Headphones,11825.00
4345,5,Smart Device 0218,Smart Device generation 218 for category Smart Home,6965.00
4346,6,Gaming Gear 0218,Gaming Gear generation 218 for category Gaming,9555.00
4347,7,Monitor 0218,Monitor generation 218 for category Monitors,24645.00
4348,8,Storage 0218,Storage generation 218 for category Storage,8235.00
4349,9,Accessory 0218,Accessory generation 218 for category Accessories,4325.00
4350,10,Router 0218,Router generation 218 for category Networking,7465.00
4351,11,Appliance 0218,Appliance generation 218 for category Kitchen Appliances,10555.00
4352,12,Office Device 0218,Office Device generation 218 for category Office Equipment,15645.00
4353,13,Wearable 0218,Wearable generation 218 for category Wearables,13735.00
4354,14,Camera 0218,Camera generation 218 for category Cameras,48825.00
4355,15,Book 0218,Book generation 218 for category Books,3365.00
4356,16,TV 0218,TV generation 218 for category TVs,57555.00
4357,17,Speaker 0218,Speaker generation 218 for category Audio,12645.00
4358,18,Printer 0218,Printer generation 218 for category Printers,20735.00
4359,19,Component 0218,Component generation 218 for category Components,17825.00
4360,20,Charger 0218,Charger generation 218 for category Charging,4465.00
4361,1,Smartphone 0219,Smartphone generation 219 for category Smartphones,27830.00
4362,2,Laptop 0219,Laptop generation 219 for category Laptops,72920.00
4363,3,Tablet 0219,Tablet generation 219 for category Tablets,33010.00
4364,4,Headphones 0219,Headphones generation 219 for category Headphones,12100.00
4365,5,Smart Device 0219,Smart Device generation 219 for category Smart Home,7240.00
4366,6,Gaming Gear 0219,Gaming Gear generation 219 for category Gaming,9830.00
4367,7,Monitor 0219,Monitor generation 219 for category Monitors,24920.00
4368,8,Storage 0219,Storage generation 219 for category Storage,8510.00
4369,9,Accessory 0219,Accessory generation 219 for category Accessories,4600.00
4370,10,Router 0219,Router generation 219 for category Networking,7740.00
4371,11,Appliance 0219,Appliance generation 219 for category Kitchen Appliances,10830.00
4372,12,Office Device 0219,Office Device generation 219 for category Office Equipment,15920.00
4373,13,Wearable 0219,Wearable generation 219 for category Wearables,14010.00
4374,14,Camera 0219,Camera generation 219 for category Cameras,49100.00
4375,15,Book 0219,Book generation 219 for category Books,3640.00
4376,16,TV 0219,TV generation 219 for category TVs,57830.00
4377,17,Speaker 0219,Speaker generation 219 for category Audio,12920.00
4378,18,Printer 0219,Printer generation 219 for category Printers,21010.00
4379,19,Component 0219,Component generation 219 for category Components,18100.00
4380,20,Charger 0219,Charger generation 219 for category Charging,4740.00
4381,1,Smartphone 0220,Smartphone generation 220 for category Smartphones,25080.00
4382,2,Laptop 0220,Laptop generation 220 for category Laptops,70170.00
4383,3,Tablet 0220,Tablet generation 220 for category Tablets,30260.00
4384,4,Headphones 0220,Headphones generation 220 for category Headphones,9350.00
4385,5,Smart Device 0220,Smart Device generation 220 for category Smart Home,4490.00
4386,6,Gaming Gear 0220,Gaming Gear generation 220 for category Gaming,7080.00
4387,7,Monitor 0220,Monitor generation 220 for category Monitors,22170.00
4388,8,Storage 0220,Storage generation 220 for category Storage,5760.00
4389,9,Accessory 0220,Accessory generation 220 for category Accessories,1850.00
4390,10,Router 0220,Router generation 220 for category Networking,4990.00
4391,11,Appliance 0220,Appliance generation 220 for category Kitchen Appliances,8080.00
4392,12,Office Device 0220,Office Device generation 220 for category Office Equipment,13170.00
4393,13,Wearable 0220,Wearable generation 220 for category Wearables,11260.00
4394,14,Camera 0220,Camera generation 220 for category Cameras,46350.00
4395,15,Book 0220,Book generation 220 for category Books,890.00
4396,16,TV 0220,TV generation 220 for category TVs,55080.00
4397,17,Speaker 0220,Speaker generation 220 for category Audio,10170.00
4398,18,Printer 0220,Printer generation 220 for category Printers,18260.00
4399,19,Component 0220,Component generation 220 for category Components,15350.00
4400,20,Charger 0220,Charger generation 220 for category Charging,1990.00
4401,1,Smartphone 0221,Smartphone generation 221 for category Smartphones,25355.00
4402,2,Laptop 0221,Laptop generation 221 for category Laptops,70445.00
